ID,DepthDiving.m,DurationDiving.min,Depthzero,Mean.Max,CommonName,Binomial,Weight.kg,Lat,Lon,Family,Order,Location,Country,Type.Diving,Methods,Life stage,Chlorophyll.Concentration,Chorophyll.Concentration.SD,Surface.Temperature,Surface.Temperature.SD,Turbidity.Index,Turbidity.Index.SD,Comment,Conservation.Status,Foraging Reference,Birds of the World Reference,Weight Reference,
313,0,0,0,Max,Black Skimmer,Rynchops niger,0.37,-37.67,-57,Laridae,Charadriiformes,Mar Chiquita,Argentina,Surface.Skimming,Observation,Unknown,2.27,0.6373,16.08583,4.166877,0.156483,0.036111187,,LC,"Mariano-Jelicich, R., Favero, M. and Silva, M.P. (2003). Fish prey of the Black Skimmer Rynchops niger at Mar Chiquita, Buenos Aires Province, Argentina. Marine Ornithology. 31: 199-202.","Gochfeld, M., J. Burger, and K. L. Lefevre (2020). Black Skimmer (Rynchops niger), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blkski.01",,
314,0,0,0,Mean,Black Skimmer,Rynchops niger,0.37,-37.67,-57,Laridae,Charadriiformes,Mar Chiquita,Argentina,Surface.Skimming,Observation,Unknown,2.27,0.6373,16.08583,4.166877,0.156483,0.036111187,,LC,"Mariano-Jelicich, R., Favero, M. and Silva, M.P. (2003). Fish prey of the Black Skimmer Rynchops niger at Mar Chiquita, Buenos Aires Province, Argentina. Marine Ornithology. 31: 199-202.","Gochfeld, M., J. Burger, and K. L. Lefevre (2020). Black Skimmer (Rynchops niger), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blkski.02",,
315,0.5,NA,1,Max,Arctic Tern,Sterna paradisaea,0.12,53.6,-6,Laridae,Charadriiformes,Rockabill Island,Ireland,Plunge.Dive,Estimate,Unknown,3.19,0.98495,10.90333,3.05378,0.244978,0.083369747,Maximum diving depth from separate source considered too shallow to exclude; Coordinates taken from location description,LC,"Power, A., Burke, B. and Newton, S. F. (2015). Lion’s Mane Jellyfish Cyanea capillata provide additional feeding opportunities for terns (Sternidae). Irish Birds. 10(2): 288-289.","Hatch, J. J., M. Gochfeld, J. Burger, and E.F.J. Garcia (2020). Arctic Tern (Sterna paradisaea), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.arcter.01","Hatch, J. J. (2002). Arctic Tern: Sterna paradisaea. Birds of North America, Incorporated.",
316,0,0,0,Max,Cape Petrel,Daption capense,0.53,-61.9,-58.63,Procellariidae,Procellariiformes,South Shetland Islands,Antarctica,Surface.Seizing,Observation,Unknown,0.41,0.19885,0.33,0.494672,0.06295,0.016778814,,LC,"Favero, M. (1995). Antarctic Terns Sterna Vittata Feeding on Stranded Krill at King George Island, South Shetland Islands, Antarctica. Marine Ornithology 23: 159-160.","Favero, M. (1995). Antarctic Tenrs Sterna Vittata Feeding on Stranded Krill at King George Island, South Shetland Islands, Antarctica. Marine Ornithology 23: 159-160.","Favero, M. (1995). Antarctic Tenrs Sterna Vittata Feeding on Stranded Krill at King George Island, South Shetland Islands, Antarctica. Marine Ornithology 23: 159-160.","Favero, M. (1995). Antarctic Tenrs Sterna Vittata Feeding on Stranded Krill at King George Island, South Shetland Islands, Antarctica. Marine Ornithology 23: 159-160."
317,0,0,0,Mean,Cape Petrel,Daption capense,0.53,-61.9,-58.63,Procellariidae,Procellariiformes,South Shetland Islands,Antarctica,Surface.Seizing,Observation,Unknown,0.41,0.19885,0.33,0.494672,0.06295,0.016778814,,LC,"Favero, M. (1995). Antarctic Terns Sterna Vittata Feeding on Stranded Krill at King George Island, South Shetland Islands, Antarctica. Marine Ornithology 23: 159-160.","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Cape Petrel (Daption capense), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.cappet.02","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
318,0,0,0,Max,Royal Tern,Thalasseus maximus,0.45,20.7,-86.77,Laridae,Charadriiformes,Isla Cosumel,Mexico,Aerial.Seizing,Observation,Unknown,0.13,0.01659,28.27333,1.142559,0.028367,0.003612939,Coordinates taken from location description,LC,"Wood, D. R. (2008). Royal Terns Capture Flying Fish in Midair. Waterbirds. 31(1): 149. https://doi.org/10.1675/1524-4695(2008)31[149:RTCFFI]2.0.CO;2","Buckley, P. A. and F. G. Buckley (2020). Royal Tern (Thalasseus maximus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.royter1.01",,
319,0,0,0,Mean,Royal Tern,Thalasseus maximus,0.45,20.7,-86.77,Laridae,Charadriiformes,Isla Cosumel,Mexico,Aerial.Seizing,Observation,Unknown,0.13,0.01659,28.27333,1.142559,0.028367,0.003612939,Coordinates taken from location description,LC,"Wood, D. R. (2008). Royal Terns Capture Flying Fish in Midair. Waterbirds. 31(1): 149. https://doi.org/10.1675/1524-4695(2008)31[149:RTCFFI]2.0.CO;3","Buckley, P. A. and F. G. Buckley (2020). Royal Tern (Thalasseus maximus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.royter1.02",,
320,0.5,NA,1,Max,Elegant Tern,Thalasseus elegans,0.26,33.41,-118,Laridae,Charadriiformes,Los Angeles Harbour,USA,Plunge.Dive,Estimate,Unknown,0.88,0.64066,18.5275,2.830294,0.089,0.045899257,Maximum diving depth from separate source considered too shallow to exclude; Coordinates taken from location description,NT,"Horn, M. H., and Whitcombe, C. D. (2015). A shallow-diving seabird predator as an indicator of prey availability in southern California waters: A longitudinal study. Journal of Marine Systems. 146: 89-98.","Burness, G. P., K. L. Lefevre, and C. T. Collins (2020). Elegant Tern (Thalasseus elegans), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.eleter1.01","Tordesillas, B. (1992). Dieta del gallito de mar elegante (Sterna elegans) durante la temporada de reproducción de 1985 y 1986 en Isla Rasa, B.C. (Aves: Laridae). M.S. Thesis, Facultad de Ciencias, Universidad Nacional Autonoma de Mexico, Mexico, D.F.",
321,NA,0.75,0,Max,Flying Steamer Duck,Tachyeres patachonicus,3.12,-41.82,-74.07,Anatidae,Anseriformes,Chiloe Island,Chile,Pursuit.Dive,Seabed and Prey Depth,Unknown,3.76,3.36802,11.77833,1.039491,0.372917,0.436942995,Coordinates taken from location description,LC,"Ryan, P. G., Bosman, A. L. and Hockey, P. A. R. (1988). Notes on the foraging behaviour of Magellanic Flightless Steamer Ducks and Flying Steamer Ducks. Wildfowl. 39: 29-33.","Carboneras, C. and G. M. Kirwan (2020). Flying Steamer-Duck (Tachyeres patachonicus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.flystd1.01","Kear, J. ed. (2005). Ducks, Geese and Swans. Oxford University Press, Oxford.",
322,NA,0.97,0,Max,Flightless Steamer-Duck,Tachyeres pteneres,6.5,-41.82,-74.07,Anatidae,Anseriformes,Chiloe Island,Chile,Pursuit.Dive,Seabed and Prey Depth,Unknown,3.76,3.36802,11.77833,1.039491,0.372917,0.436942995,Coordinates taken from location description,LC,"Ryan, P. G., Bosman, A. L. and Hockey, P. A. R. (1988). Notes on the foraging behaviour of Magellanic Flightless Steamer Ducks and Flying Steamer Ducks. Wildfowl. 39: 29-33.","Carboneras, C. and G. M. Kirwan (2020). Flightless Steamer-Duck (Tachyeres pteneres), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.flistd1.01","Kear, J. ed. (2005). Ducks, Geese and Swans. Oxford University Press, Oxford.",
323,3,NA,1,Max,Steller's Eider,Polysticta stelleri,1.01,50,-63.12,Anatidae,Anseriformes,Mingan Archipelago National Park,Canada,Pursuit.Dive,Observation,Unknown,2.8,1.71119,7.75875,5.642511,0.1802,0.111087799,,VU,"Guillemette, M. (1998). The effect of time and digestion constraints in Common Eiders while feeding and diving over Blue Mussel beds. Functional Ecology. 12: 123-131. doi:10.1046/j.1365-2435.1998.00164.x","Fredrickson, L. H. (2020). Steller's Eider (Polysticta stelleri), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.steeid.01","Henriksen, G. and Lund, E. (1994). Migration times, local movements, biometric parameters and the size and composition of the population of Steller’s Eider Polysticta stelleri in Varangerfjord in Finmark, northern Norway. Fauna Norvegica Ser. C Cinclus. 17: 95-106.",
324,70,NA,1,Max,Spectacled Eider,Somateria fischeri,1.7,3.77,-171.73,Anatidae,Anseriformes,Bering Sea,Bering Sea,Pursuit.Dive,Observation,Unknown,0.13,0.0487,28.9675,0.831364,0.035182,0.007290791,,NT,"Petersen, M. R., and Piatt, J. F. (1998). Foods of spectacled eiders Somateria fischeri in the Bering Sea, Alaska. Wildfowl. 49(49): 124-128.","Petersen, M. R., J. B. Grand, and C. P. Dau (2020). Spectacled Eider (Somateria fischeri), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.speeid.01",,
325,23,NA,1,Max,King Eider,Somateria spectabilis,2,69.82,18.3,Anatidae,Anseriformes,Kvalsundet,Norway,Pursuit.Dive,Observation,Unknown,2.53,1.73516,6.569091,2.640926,0.212371,0.140028492,Maximum depth read off graph,LC,"Bustnes, J. O., & Lonne, O. J. (1997). Habitat partitioning among sympatric wintering Common Eiders Somateria mollissima and King Eiders Somateria spectabilis. Ibis. 139(3): 549–554. doi:10.1111/j.1474-919x.1997.tb08860.x ","Powell, A. N. and R. S. Suydam (2020). King Eider (Somateria spectabilis), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.kineid.01","Kear, J. ed. (2005). Ducks, Geese and Swans. Oxford University Press, Oxford.",
326,20.4,NA,1,Mean,King Eider,Somateria spectabilis,2,69.82,18.3,Anatidae,Anseriformes,Kvalsundet,Norway,Pursuit.Dive,Observation,Unknown,2.53,1.73516,6.569091,2.640926,0.212371,0.140028492,Maximum depth read off graph,LC,"Bustnes, J. O., & Lonne, O. J. (1997). Habitat partitioning among sympatric wintering Common Eiders Somateria mollissima and King Eiders Somateria spectabilis. Ibis. 139(3): 549–554. doi:10.1111/j.1474-919x.1997.tb08860.x ","Powell, A. N. and R. S. Suydam (2020). King Eider (Somateria spectabilis), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.kineid.02","Kear, J. ed. (2005). Ducks, Geese and Swans. Oxford University Press, Oxford.",
327,11,NA,1,Max,Common Eider,Somateria mollissima,2.6,69.82,18.3,Anatidae,Anseriformes,Kvalsundet,Norway,Pursuit.Dive,Observation,Unknown,2.53,1.73516,6.569091,2.640926,0.212371,0.140028492,Maximum depth read off graph,LC,"Bustnes, J. O., & Lonne, O. J. (1997). Habitat partitioning among sympatric wintering Common Eiders Somateria mollissima and King Eiders Somateria spectabilis. Ibis. 139(3): 549–554. doi:10.1111/j.1474-919x.1997.tb08860.x ","Goudie, R. I., G. J. Robertson, and A. Reed (2020). Common Eider (Somateria mollissima), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.comeid.01",,
328,7.4,NA,1,Mean,Common Eider,Somateria mollissima,2.6,69.82,18.3,Anatidae,Anseriformes,Kvalsundet,Norway,Pursuit.Dive,Observation,Unknown,2.53,1.73516,6.569091,2.640926,0.212371,0.140028492,Maximum depth read off graph,LC,"Bustnes, J. O., & Lonne, O. J. (1997). Habitat partitioning among sympatric wintering Common Eiders Somateria mollissima and King Eiders Somateria spectabilis. Ibis. 139(3): 549–554. doi:10.1111/j.1474-919x.1997.tb08860.x ","Goudie, R. I., G. J. Robertson, and A. Reed (2020). Common Eider (Somateria mollissima), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.comeid.02",,
329,25,NA,1,Max,Surf Scoter,Melanitta perspicillata,0.9,48.2,-123,Anatidae,Anseriformes,Puget Sound,USA,Pursuit.Dive,Seabed and Prey Depth,Unknown,2.69,1.26443,9.857,2.002632,0.226018,0.154421121,,LC,"Anderson, E. M. and Lovvorn, J. R. (2011). Contrasts in energy status and marine foraging strategies of White-winged Scoters (Melanitta fusca) and Surf Scoters (M. perspicillata). The Auk. 128(2): 248-257.","Anderson, E. M., R. D. Dickson, E. K. Lok, E. C. Palm, J. L. Savard, D. Bordage, and A. Reed (2020). Surf Scoter (Melanitta perspicillata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.sursco.01",,
330,25,NA,1,Max,Velvet Scoter,Melanitta fusca,2.1,48.2,-123,Anatidae,Anseriformes,Puget Sound,USA,Pursuit.Dive,Seabed and Prey Depth,Unknown,2.69,1.26443,9.857,2.002632,0.226018,0.154421121,,VU,"Anderson, E. M. and Lovvorn, J. R. (2011). Contrasts in energy status and marine foraging strategies of White-winged Scoters (Melanitta fusca) and Surf Scoters (M. perspicillata). The Auk. 128(2): 248-257.","Carboneras, C., G. M. Kirwan, and C.J. Sharpe (2020). Velvet Scoter (Melanitta fusca), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.whwsco3.01","Collinson, M., Parkin, D.T., Knox, A.G., Sangster, G. and Helbig, A.J. (2006). Species limits within the genus Melanitta, the scoters. British Birds. 99(4): 183-201.",
331,12,NA,1,Max,White-winged Scoter,Melanitta deglandi,1.7,42.85,-70.7,Anatidae,Anseriformes,Hampton Harbour,USA,Pursuit.Dive,Seabed and Prey Depth,Unknown,6.41,4.43966,10.77083,6.206295,0.340217,0.221471101,Coordinates taken from location map; maximum dive length taken from graph,LC,"Stott, R. S., and Olson, D. P. (1973). Food-Habitat Relationship of Sea Ducks on the New Hampshire Coastline. Ecology. 54(5): 996–1007. doi:10.2307/1935566 ","Brown, P. W. and L. H. Fredrickson (2020). White-winged Scoter (Melanitta deglandi), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.whwsco2.01",,
332,18,0.9,1,Max,Common Scoter,Melanitta nigra,1.34,53.8,3.33,Anatidae,Anseriformes,Lancashire,UK,Pursuit.Dive,Seabed and Prey Depth,Unknown,1.47,0.40916,11.26917,4.222476,0.128475,0.026540522,Coordinates taken from location description,LC,"Kaiser, M. J., Galanidi, M., Showler, D. A., Elliott, A. J., Caldow, R. W. G., Rees, E. I. S., Stillman, R.A. and Sutherland W. J. (2006). Distribution and behaviour of Common Scoter Melanitta nigra relative to prey resources and environmental parameters. Ibis, 148: 110-128. doi:10.1111/j.1474-919X.2006.00517.x","Carboneras, C. and G. M. Kirwan (2020). Common Scoter (Melanitta nigra), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blksco1.01","Snow, D.W. and Perrins, C.M. eds. (1998). The Birds of the Western Palearctic. Concise Edition. Vol. 1. Non-passerines. Oxford University Press, Oxford & New York.",
333,15.2,NA,1,Max,Black Scoter,Melanitta americana,1.1,41.12,-71.76,Anatidae,Anseriformes,Rhode Island,USA,Pursuit.Dive,Seabed and Prey Depth,Non-breeding,3.49,1.27886,12.17667,6.310335,0.232533,0.028665131,Coordinates taken from location description,NT,"Loring, P. H., Paton, P. W. C., Osenkowski, J. E., Gilliland, S. G., Savard, J.-P. L., and Mcwilliams, S. R. (2014). Habitat use and selection of black scoters in southern New England and siting of offshore wind energy facilities. The Journal of Wildlife Management. 78(4): 645–656. doi:10.1002/jwmg.696 ","Bordage, D. and J. L. Savard (2020). Black Scoter (Melanitta americana), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.blksco2.01",,
334,22,NA,1,Max,Long-tailed Duck,Clangula hyemalis,0.8,55.93,14.4,Anatidae,Anseriformes,Scania,Sweden,Pursuit.Dive,Seabed and Prey Depth,Non-breeding,27.42,15.36185,9.059167,5.789947,2.081025,1.309357047,Coordinates taken from location map,VU,"Nilsson, L. (1972). Habitat Selection, Food Choice, and Feeding Habits of Diving Ducks in Coastal Waters of South Sweden during the Non-Breeding Season. Ornis Scandinavica. 3(1): 55. doi:10.2307/3676166 ","Robertson, G. J. and J. L. Savard (2020). Long-tailed Duck (Clangula hyemalis), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.lotduc.01",,
335,6,NA,1,Max,Common Goldeneye,"Bucephala clangula

",1,55.73,12.93,Anatidae,Anseriformes,Scania,Sweden,Pursuit.Dive,Seabed and Prey Depth,Non-breeding,36.99,18.08488,12.85857,5.330677,2.938489,1.628302574,Coordinates taken from location map,LC,"Nilsson, L. (1972). Habitat Selection, Food Choice, and Feeding Habits of Diving Ducks in Coastal Waters of South Sweden during the Non-Breeding Season. Ornis Scandinavica. 3(1): 55. doi:10.2307/3676167","Eadie, J. M., M. L. Mallory, and H. G. Lumsden (2020). Common Goldeneye (Bucephala clangula), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.comgol.01",,
336,2.3,0.29,1,Mean,Barrow's Goldeneye,Bucephala islandica,1.28,48.33,-68.86,Anatidae,Anseriformes,St. Lawrence Estuary,Canada,Pursuit.Dive,Seabed and Prey Depth,Non-breeding,9.79,8.5128,5.525556,4.183247,NA,NA,Coordinates taken from location map,LC,"Bourget, D., Savard, J-P. L. and Guillemette, M. (2007). Distribution, Diet and Dive Behavior of Barrow’s and Common Goldeneyes during Spring and Autumn in the St. Lawrence Estuary. Waterbirds. 30(2): 230-240.","Eadie, J. M., J. L. Savard, and M. L. Mallory (2020). Barrow's Goldeneye (Bucephala islandica), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bargol.01",,
337,2,NA,1,Max,Smew,Mergellus albellus,0.94,55.61,12.95,Anatidae,Anseriformes,Malmo,Sweden,Pursuit.Dive,Seabed and Prey Depth,Non-breeding,33.83,17.13434,10.7575,6.211349,1.973967,1.363754749,Coordinates taken from location map,LC,"Nilsson, L. (1972). Habitat Selection, Food Choice, and Feeding Habits of Diving Ducks in Coastal Waters of South Sweden during the Non-Breeding Season. Ornis Scandinavica. 3(1): 55. doi:10.2307/3676167","Carboneras, C. and G. M. Kirwan (2020). Smew (Mergellus albellus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.smew.01",,
338,5,NA,1,Max,Common Merganser,Mergus merganser,2.1,55.4,13.69,Anatidae,Anseriformes,Horte,Sweden,Pursuit.Dive,Seabed and Prey Depth,Non-breeding,21.93,10.51108,10.6975,6.413444,1.828822,1.141470551,Coordinates taken from location map,LC,"Nilsson, L. (1972). Habitat Selection, Food Choice, and Feeding Habits of Diving Ducks in Coastal Waters of South Sweden during the Non-Breeding Season. Ornis Scandinavica. 3(1): 55. doi:10.2307/3676168","Pearce, J., M. L. Mallory, and K. Metz (2020). Common Merganser (Mergus merganser), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.commer.01","Snow, D.W. and Perrins, C.M. eds. (1998). The Birds of the Western Palearctic. Concise Edition. Vol. 1. Non-passerines. Oxford University Press, Oxford & New York.",
